features,k,n_samples,pos,neg,max_depth,min_samples_leaf,auc_loocv,acc_loocv,sens_loocv,spec_loocv,err
"group,duration_months,snap_sural_nerve,hba1c_pct,npsi",5,35,18,17,4,4,0.7826797385620914,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,duration_months,hba1c_pct,nis_ll,npsi",5,35,18,17,4,4,0.7826797385620914,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,4,4,0.7826797385620914,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,nis_ll,npsi",5,35,18,17,4,4,0.7826797385620914,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"age,sex,hba1c_pct,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,duration_months,snap_sural_nerve,nf155_mean_nm",4,35,18,17,3,3,0.7826797385620914,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"diabetes_type,duration_months,snap_sural_nerve,nf186_mean_nm",4,35,18,17,3,3,0.7826797385620914,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"diabetes_type,sex,duration_months,snap_sural_nerve,nf155_mean_nm",5,35,18,17,3,3,0.7826797385620914,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"diabetes_type,sex,duration_months,snap_sural_nerve,nf186_mean_nm",5,35,18,17,3,3,0.7826797385620914,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"age,nf155_mean_nm,nf186_mean_nm",3,35,18,17,4,3,0.7826797385620914,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"age,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,4,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"age,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,4,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"age,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,4,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"age,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,4,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"group,diabetes_type,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"diabetes_type,sex,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"diabetes_type,snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"diabetes_type,snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"diabetes_type,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"age,sex,duration_months,sas",4,35,18,17,4,2,0.7826797385620914,0.7142857142857143,0.8888888888888888,0.5294117647058824,
"age,duration_months,nis_ll,ienfd_per_mm",4,35,18,17,4,2,0.7826797385620914,0.7142857142857143,0.8888888888888888,0.5294117647058824,
"age,duration_months,sas,ienfd_per_mm",4,35,18,17,4,2,0.7826797385620914,0.7142857142857143,0.8888888888888888,0.5294117647058824,
"sex,snap_sural_nerve,nis_ll,sas,nf155_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"sex,snap_sural_nerve,nis_ll,sas,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"sex,snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,3,0.7826797385620914,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,nis_ll",5,35,18,17,4,2,0.7826797385620914,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,sex,duration_months,hba1c_pct,sas",5,35,18,17,4,2,0.7826797385620914,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,duration_months,hba1c_pct,nis_ll,ienfd_per_mm",5,35,18,17,4,2,0.7826797385620914,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,duration_months,hba1c_pct,sas,ienfd_per_mm",5,35,18,17,4,2,0.7826797385620914,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,duration_months,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,4,2,0.7826797385620914,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"group,nis_ll,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,2,0.781045751633987,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"group,nis_ll,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,2,0.781045751633987,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"age,sex,duration_months",3,35,18,17,2,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,npsi,ienfd_per_mm",5,35,18,17,2,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months",3,35,18,17,2,3,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,npsi,ienfd_per_mm",5,35,18,17,2,3,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months",3,35,18,17,2,2,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,npsi,ienfd_per_mm",5,35,18,17,2,2,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,snap_sural_nerve,hba1c_pct",5,35,18,17,3,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,nis_ll",5,35,18,17,3,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,sas",5,35,18,17,3,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,ienfd_per_mm",5,35,18,17,3,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,snap_sural_nerve,hba1c_pct",5,35,18,17,4,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,nis_ll",5,35,18,17,4,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,sas",5,35,18,17,4,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,hba1c_pct,ienfd_per_mm",5,35,18,17,4,4,0.7810457516339869,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,nis_ll,sas,ienfd_per_mm",5,35,18,17,4,2,0.7810457516339869,0.8,0.8333333333333334,0.7647058823529411,
"hba1c_pct,npsi,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"hba1c_pct,npsi,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,hba1c_pct,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,hba1c_pct,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,hba1c_pct,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"hba1c_pct,sas,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"hba1c_pct,sas,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"hba1c_pct,npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,2,0.7810457516339869,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339869,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,nis_ll,sas,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339869,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,4,0.7810457516339869,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,nis_ll,sas,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,4,0.7810457516339869,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,ienfd_per_mm,nf155_mean_nm",3,35,18,17,3,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,ienfd_per_mm,nf186_mean_nm",3,35,18,17,3,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,sas,nf155_mean_nm",4,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,nf186_mean_nm",4,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,npsi,nf155_mean_nm",4,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,npsi,nf186_mean_nm",4,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,sas,nf155_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,sas,nf186_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,npsi,nf155_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,npsi,nf186_mean_nm",5,35,18,17,3,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,ienfd_per_mm,nf155_mean_nm",3,35,18,17,4,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,ienfd_per_mm,nf186_mean_nm",3,35,18,17,4,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,4,0.7810457516339869,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,sas,nf155_mean_nm",4,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,nf186_mean_nm",4,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,npsi,nf155_mean_nm",4,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,npsi,nf186_mean_nm",4,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,sas,nf155_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,sas,nf186_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,npsi,nf155_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,hba1c_pct,sas,npsi,nf186_mean_nm",5,35,18,17,4,3,0.7810457516339869,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"age,sex,duration_months,ienfd_per_mm",4,35,18,17,3,2,0.7810457516339869,0.6571428571428571,0.8888888888888888,0.4117647058823529,
"age,hba1c_pct,nis_ll",3,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,nis_ll,npsi",5,35,18,17,2,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,hba1c_pct,nis_ll",3,35,18,17,2,3,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,nis_ll,npsi",5,35,18,17,2,3,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,duration_months,nis_ll,npsi",5,35,18,17,2,2,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,hba1c_pct,nis_ll",3,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,sex,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,sex,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,sex,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,sex,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,snap_sural_nerve,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,snap_sural_nerve,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,snap_sural_nerve,hba1c_pct,nis_ll",5,35,18,17,3,3,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,hba1c_pct,nis_ll",3,35,18,17,4,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,nis_ll,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,nis_ll,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,nis_ll,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,nis_ll,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,sex,snap_sural_nerve,hba1c_pct,nis_ll",5,35,18,17,4,3,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,nis_ll,ienfd_per_mm",4,35,18,17,4,2,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,snap_sural_nerve,nis_ll,sas",5,35,18,17,4,2,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,snap_sural_nerve,nis_ll,sas",5,35,18,17,4,2,0.7810457516339868,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"age,hba1c_pct,nis_ll",3,35,18,17,2,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,nis_ll,sas,ienfd_per_mm",4,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,nis_ll,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,nis_ll,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,sas,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,sas,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,age,duration_months,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,nis_ll,sas,ienfd_per_mm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,nis_ll,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,nis_ll,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,sas,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,sas,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,duration_months,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,2,0.7810457516339868,0.8,0.8333333333333334,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,3,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,hba1c_pct,nis_ll,sas,npsi",5,35,18,17,3,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,2,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,2,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,2,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,2,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,duration_months,nis_ll,sas,ienfd_per_mm",5,35,18,17,4,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,hba1c_pct,nis_ll,sas,npsi",5,35,18,17,4,4,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,diabetes_type,sas,nf155_mean_nm",4,35,18,17,4,3,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,diabetes_type,sas,nf186_mean_nm",4,35,18,17,4,3,0.7810457516339868,0.7714285714285715,0.7777777777777778,0.7647058823529411,
