features,k,n,max_depth,min_leaf,auc_loocv,acc_loocv,sens,spec
"nis_ll,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
nf155_mean_nm,1,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
nf186_mean_nm,1,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nf155_mean_nm,nf186_mean_nm",2,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,hba1c_pct,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,hba1c_pct,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,snap_sural_nerve,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,snap_sural_nerve,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,snap_sural_nerve,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,snap_sural_nerve,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nis_ll,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nis_ll,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,npsi,ienfd_per_mm",4,35,3,4,0.9125874125874126,0.8571428571428571,0.9090909090909091,0.7692307692307693
"age,snap_sural_nerve,npsi,ienfd_per_mm",4,35,3,3,0.9125874125874126,0.8571428571428571,0.9090909090909091,0.7692307692307693
"age,snap_sural_nerve,npsi,ienfd_per_mm",4,35,3,2,0.9125874125874126,0.8571428571428571,0.9090909090909091,0.7692307692307693
"sas,npsi,nf155_mean_nm",3,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf186_mean_nm",3,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf155_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf186_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"hba1c_pct,sas,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"snap_sural_nerve,sas,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"nis_ll,sas,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf155_mean_nm",3,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf186_mean_nm",3,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf155_mean_nm",3,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf186_mean_nm",3,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf155_mean_nm",4,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf186_mean_nm",4,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf155_mean_nm",4,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf186_mean_nm",4,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"nis_ll,sas,nf155_mean_nm,nf186_mean_nm",4,32,2,2,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf155_mean_nm",3,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,npsi,nf186_mean_nm",3,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf155_mean_nm",3,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,ienfd_per_mm,nf186_mean_nm",3,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sas,nf155_mean_nm,nf186_mean_nm",3,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf155_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,npsi,nf186_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf155_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"sex,sas,ienfd_per_mm,nf186_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"hba1c_pct,sas,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"snap_sural_nerve,sas,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
"nis_ll,sas,nf155_mean_nm,nf186_mean_nm",4,32,3,3,0.9109311740890687,0.8125,0.8421052631578947,0.7692307692307693
